170,569,308,638,1,239,603
211,610,254,658,1,232,633
732,967,804,1018,1,768,992
911,338,1010,463,1,960,400
885,481,955,564,1,920,522
927,485,1166,666,1,1047,575
1106,579,1182,672,1,1144,625
1593,350,1671,438,1,1632,394
1614,279,1714,386,1,1664,332
1680,340,1747,406,1,1714,373
1454,800,1607,945,1,1530,872
1579,841,1693,943,1,1636,892
1483,780,1562,859,1,1522,819
1444,798,1486,855,1,1465,826
1402,806,1454,860,1,1428,832
1360,690,1444,803,1,1402,746
1438,666,1545,796,1,1492,731
1546,728,1645,822,1,1595,775
1661,727,1778,863,1,1719,795
1685,808,1807,928,1,1746,868
1779,776,1850,853,1,1814,814
1438,894,1671,1088,1,1555,991
747,923,978,1088,1,863,1005
1600,988,1680,1088,1,1640,1038
1270,1004,1390,1088,1,1330,1046
1092,1022,1180,1088,1,1136,1055
1174,1039,1266,1088,1,1220,1063
1418,1068,1472,1088,1,1445,1078
893,1071,938,1088,1,915,1079
237,489,299,549,1,268,519
475,983,527,1040,1,501,1011
1440,344,1482,384,1,1461,364
0,926,105,1054,1,52,990
161,1028,231,1078,1,196,1053
