1004,686,1106,778,1,1048,739
1023,628,1080,691,1,1051,649
1027,606,1060,628,1,1043,617
953,589,978,612,1,965,600
813,612,838,631,1,826,622
771,579,797,605,1,784,592
750,560,772,589,1,761,575
825,95,865,135,1,845,115
1723,111,1756,196,1,1728,147
1325,858,1355,933,1,1341,888
1093,836,1181,955,1,1141,897
1559,973,1597,1015,1,1578,994
31,868,88,931,1,59,900
953,670,1009,738,1,981,704
975,698,1022,748,1,999,723
905,26,930,47,1,917,36
1817,891,1850,915,1,1833,903
898,362,959,442,1,929,402
946,444,1027,549,1,981,496
745,457,770,494,1,758,476
