830,665,965,766,1,895,734
849,615,903,690,1,885,672
932,719,1089,917,1,1076,910
1019,357,1298,671,1,1209,667
0,331,168,403,1,163,340
1159,0,1309,125,1,1182,37
1305,79,1367,113,1,1362,103
1476,0,1661,73,1,1504,53
1724,13,1893,68,1,1745,55
1632,31,1731,78,1,1650,65
1297,298,1349,401,1,1323,349
1297,425,1721,822,1,1417,670
1195,732,1368,908,1,1281,820
1455,795,1548,894,1,1502,844
1397,847,1654,906,1,1420,854
1488,981,1585,1088,1,1497,1074
1226,898,1347,1051,1,1344,1036
1165,931,1236,983,1,1189,970
1210,931,1264,1077,1,1259,1064
1109,1049,1129,1088,1,1119,1068
424,845,667,1007,1,521,953
0,1012,90,1088,1,45,1050
374,663,455,742,1,426,707
446,146,598,256,1,496,237
