1887,712,1920,754,0,1904,733
1742,711,1817,796,0,1779,754
1681,665,1733,761,0,1707,713
1449,663,1519,760,0,1484,711
618,633,643,662,0,630,648
1267,627,1318,668,0,1292,647
1327,622,1429,715,0,1378,669
1173,622,1252,684,0,1213,653
1507,622,1584,726,0,1546,674
1547,613,1601,669,0,1574,641
1389,611,1491,715,0,1440,663
1581,560,1670,734,0,1626,647
965,534,1050,648,0,1007,591
1102,531,1165,587,0,1133,559
856,503,974,639,0,915,571
495,460,708,584,0,601,522
293,417,452,533,0,373,475
146,351,298,540,0,222,445
0,341,74,457,0,37,399
1843,87,1861,108,0,1852,98
66,49,100,75,0,83,62
1516,0,1547,10,0,1531,5
1468,0,1504,35,0,1486,17
