1002,0,1127,124,1,1049,68
966,102,1046,201,1,1032,175
1026,162,1078,201,1,1052,183
1083,130,1125,197,1,1098,169
982,258,1009,289,1,988,273
891,408,968,478,1,930,453
950,451,1011,545,1,955,490
938,393,962,419,1,950,406
733,509,748,527,1,740,518
838,569,867,612,1,848,596
862,699,910,773,1,877,740
821,809,889,894,1,838,858
825,889,921,945,1,879,908
832,941,939,1009,1,862,973
752,949,793,990,1,768,965
767,1016,817,1061,1,779,1037
1022,277,1054,317,1,1034,301
799,758,853,801,1,824,783
