248,71,280,89,0,264,80
257,200,294,241,0,275,221
0,800,113,957,1,56,879
226,755,266,816,1,246,786
533,1022,578,1060,1,556,1041
759,811,816,838,1,787,825
1393,1050,1424,1072,0,1408,1061
1421,990,1441,1024,0,1431,1007
1029,490,1174,666,1,1101,578
1597,931,1620,968,1,1608,949
1742,825,1782,856,0,1762,840
1763,712,1795,740,0,1779,726
1605,549,1644,576,1,1624,563
1833,142,1860,154,0,1846,148
875,586,1091,673,0,983,629
766,433,840,668,0,808,533
0,119,93,173,1,9,123
0,0,94,37,0,11,22
