111,1002,141,1014,42,126,1008
156,146,171,176,69,163,161
638,122,692,175,89,665,149
781,206,812,245,42,797,225
557,148,598,173,89,578,161
505,284,554,351,89,530,318
523,492,552,528,69,537,510
517,544,544,575,89,530,560
1689,84,1735,92,69,1712,88
1777,169,1815,212,89,1796,190
916,595,934,620,70,925,607
1226,845,1286,903,89,1256,874
1217,1000,1281,1067,89,1249,1034
1682,934,1722,969,89,1702,951
936,574,1006,671,1,971,622
836,263,919,327,1,906,308
852,900,960,964,1,947,934
683,971,703,1004,89,693,987
646,753,660,764,255,653,759
483,151,506,174,255,494,162
