245,729,274,759,35,259,744
804,983,856,1042,89,830,1013
949,1024,976,1061,35,962,1042
674,664,708,698,89,691,681
532,168,554,192,35,542,180
602,172,641,197,89,621,184
698,107,720,131,35,709,119
778,174,800,200,35,789,187
1187,5,1209,21,35,1198,13
1556,26,1586,61,35,1571,43
1524,152,1552,178,35,1538,165
1697,572,1717,587,35,1707,580
1790,612,1823,636,35,1806,623
1615,743,1627,759,255,1621,751
1383,878,1666,1088,7,1525,983
766,369,1015,592,7,904,518
301,1054,333,1081,255,317,1067
11,36,17,51,255,14,43
109,64,120,73,255,115,68
252,170,264,181,255,258,175
220,611,239,625,255,229,618
0,921,18,961,255,9,941
11,1025,29,1049,255,20,1036
615,781,628,800,255,622,790
619,736,633,750,255,626,743
771,977,802,1032,255,797,1014
830,1046,844,1055,255,837,1050
856,983,869,997,255,863,989
765,617,779,634,255,772,625
876,715,889,727,255,883,721
954,786,969,798,255,961,792
1054,458,1068,469,255,1061,463
979,359,1001,379,35,990,369
1290,715,1320,732,69,1305,723
1390,418,1399,431,255,1394,425
1473,723,1493,736,255,1483,729
1570,578,1602,618,69,1586,598
1734,858,1745,866,255,1739,862
1655,909,1672,921,255,1663,915
1889,425,1911,449,69,1900,437
1905,400,1920,409,255,1912,404
1727,308,1742,317,255,1735,313
1705,146,1712,162,255,1708,154
