997,635,1088,705,1,1023,671
34,952,60,977,255,47,964
82,624,124,674,48,103,649
242,235,287,245,69,264,240
275,31,303,46,69,289,38
285,16,330,39,255,307,27
581,269,616,279,69,598,274
595,323,607,337,255,601,330
482,476,504,494,69,493,485
634,545,659,551,255,647,548
527,722,539,762,255,533,742
518,907,542,918,255,530,912
778,1055,810,1081,255,794,1068
1171,688,1223,709,69,1197,698
1083,570,1104,588,255,1094,579
1252,333,1323,376,48,1287,354
1443,421,1469,444,69,1456,433
1762,398,1786,412,255,1774,405
1311,873,1319,884,255,1315,879
1277,1029,1361,1088,1,1304,1081
1401,1050,1413,1058,255,1407,1054
1403,1072,1413,1080,255,1408,1076
