1672,480,1781,597,29,1713,534
1242,104,1269,129,35,1255,116
990,0,1033,20,35,1012,10
625,95,646,135,69,635,115
696,447,752,523,2,737,513
631,764,677,803,29,657,780
564,940,626,985,69,599,966
579,992,620,1010,69,605,999
1547,504,1862,801,2,1635,699
893,336,1161,614,2,943,570
24,426,74,471,89,62,445
34,246,74,279,69,53,268
53,33,73,52,255,63,43
166,577,181,597,255,173,587
169,605,175,614,255,172,609
313,284,333,304,255,323,294
358,266,366,274,255,362,270
696,56,713,71,255,705,63
747,84,765,106,255,756,95
909,47,917,53,255,913,50
919,40,928,63,255,923,51
922,26,952,44,255,936,35
998,22,1005,28,255,1002,25
1538,75,1550,86,255,1544,81
1746,180,1765,194,255,1755,187
1814,600,1831,649,89,1822,625
1610,698,1624,709,255,1617,704
1285,212,1315,227,255,1300,220
1493,781,1504,797,255,1498,789
1123,600,1152,644,89,1138,622
1191,717,1215,775,255,1203,746
836,1003,860,1021,255,848,1012
825,839,839,860,255,832,849
721,812,735,825,255,728,818
726,893,747,911,255,736,902
