1110,1066,1122,1072,255,1116,1069
1355,1061,1364,1071,255,1360,1066
1345,1036,1387,1057,38,1366,1046
1799,956,1809,960,255,1804,958
1802,936,1833,952,33,1817,944
27,927,63,948,33,45,937
1139,752,1149,777,255,1144,764
1070,722,1096,743,48,1083,732
929,647,950,664,2,940,655
1132,596,1141,608,255,1136,602
611,478,624,490,255,618,484
1015,419,1042,435,48,1028,427
919,387,944,409,2,931,398
259,361,272,375,255,265,367
896,316,909,342,48,902,329
823,316,846,336,48,835,326
1112,254,1128,273,33,1120,263
912,169,926,179,255,919,174
1732,147,1757,173,255,1745,160
1776,118,1787,127,255,1781,122
