779,503,823,548,94,802,518
945,567,1017,647,94,955,610
4,738,36,743,255,20,740
74,588,94,601,255,84,594
156,458,191,496,69,190,477
211,106,230,142,69,220,124
671,232,683,265,69,677,248
619,568,646,593,255,632,581
710,635,724,692,69,717,664
899,980,911,996,255,905,988
934,954,964,967,255,949,960
900,883,911,921,69,906,902
934,852,946,868,255,940,860
997,752,1022,789,69,1009,770
1161,781,1190,810,255,1175,795
1186,847,1194,888,69,1190,867
1243,855,1267,875,69,1254,865
1554,1040,1587,1074,69,1560,1067
1666,1018,1690,1061,69,1666,1044
1734,949,1752,989,69,1743,969
1714,844,1739,851,255,1727,847
1658,861,1677,869,255,1667,865
1640,837,1689,843,69,1664,840
1548,792,1565,808,255,1556,800
1784,799,1832,832,69,1808,816
1903,531,1920,579,69,1904,548
1906,667,1920,698,69,1913,682
1496,592,1513,623,69,1502,596
1237,635,1264,655,69,1251,645
1230,460,1250,492,69,1235,477
1094,377,1114,398,69,1104,387
1587,444,1625,468,69,1607,462
1670,439,1680,468,69,1675,453
1384,229,1395,261,255,1390,245
1334,209,1375,219,69,1354,214
1445,113,1456,132,255,1450,122
1383,90,1391,108,255,1387,99
1439,174,1456,207,69,1447,191
1479,262,1522,278,69,1507,277
1511,133,1527,175,69,1519,154
1542,49,1553,74,69,1547,61
1699,312,1712,347,69,1705,330
1791,301,1822,324,42,1806,313
1818,224,1837,241,69,1827,232
1849,115,1869,127,255,1859,121
1823,45,1839,67,69,1830,59
1778,4,1809,39,33,1794,21
1873,0,1920,45,94,1902,2
