278,624,330,682,33,303,653
915,575,963,635,27,939,605
498,559,520,589,42,509,574
1313,1008,1348,1034,42,1330,1021
235,66,445,257,27,325,173
1516,845,1646,961,27,1574,909
0,0,51,26,27,6,4
14,51,37,82,255,26,67
430,285,444,294,255,437,290
1336,408,1356,434,69,1346,421
1417,514,1464,524,69,1440,519
1717,202,1729,210,255,1723,206
1724,124,1746,172,69,1735,148
1759,130,1776,148,69,1767,139
1281,1046,1335,1080,69,1292,1053
1862,934,1887,982,255,1874,958
1843,936,1862,982,255,1852,959
1893,879,1919,899,69,1906,889
