310,317,378,352,70,344,335
389,368,430,414,1,410,391
539,382,553,393,255,546,387
682,475,713,502,70,697,488
821,546,853,559,70,836,552
839,575,856,592,70,847,583
870,596,895,618,70,883,607
944,654,960,666,255,952,660
1053,776,1075,791,70,1064,784
1000,762,1019,795,70,1009,778
476,472,671,739,1,581,541
1397,444,1502,560,33,1459,501
734,667,789,710,1,761,689
921,832,954,882,1,936,849
1707,805,1734,872,69,1715,844
1883,531,1917,547,255,1890,535
1254,429,1292,437,69,1273,433
1475,511,1526,528,69,1500,519
1193,205,1215,233,69,1207,227
