1463,907,1509,968,89,1489,944
686,822,784,902,94,743,865
864,538,943,605,94,908,576
934,413,999,461,94,966,437
807,641,869,706,94,838,685
631,1030,690,1087,94,662,1064
195,19,205,29,255,200,24
365,55,379,67,255,372,61
389,394,418,416,255,404,405
144,348,159,355,255,151,351
202,755,211,764,255,206,759
1107,432,1141,449,255,1123,440
1134,366,1152,377,255,1143,371
1171,121,1196,144,255,1184,132
1282,176,1297,190,255,1289,183
1325,174,1342,187,255,1333,180
1565,58,1593,93,255,1580,65
1699,387,1717,406,255,1708,396
1838,766,1858,784,255,1848,774
