930,568,1064,626,0,997,597
93,654,116,675,1,105,664
104,377,154,393,1,129,385
365,21,394,51,1,379,36
378,207,401,236,1,389,221
278,382,310,394,1,294,388
349,440,375,461,1,362,450
316,542,339,560,1,327,551
374,534,397,561,1,385,547
329,675,357,709,1,343,692
411,311,429,333,1,420,322
643,262,669,282,1,656,272
710,200,745,223,1,728,211
616,134,631,176,1,624,155
697,47,713,63,1,705,55
914,8,929,30,1,922,19
516,844,529,865,1,523,854
579,795,598,813,1,589,804
585,929,608,948,1,596,939
631,638,661,650,1,646,644
589,584,622,603,1,605,593
680,890,691,917,1,686,904
822,440,836,491,1,829,466
950,385,979,403,1,964,394
1266,55,1289,73,1,1277,64
1251,113,1270,131,1,1260,122
1407,66,1426,79,1,1416,73
1861,168,1894,196,1,1877,182
1461,795,1503,830,1,1482,812
1828,1010,1850,1040,1,1839,1025
373,103,384,122,255,378,112
380,196,388,206,255,384,201
467,301,477,321,255,472,311
501,739,514,749,255,507,744
718,846,727,855,255,722,850
668,420,685,433,255,677,426
1076,282,1083,308,255,1080,295
1181,110,1195,122,255,1188,116
1413,146,1424,161,255,1419,154
1791,382,1802,393,255,1796,387
1648,423,1657,446,255,1652,434
1770,602,1796,623,255,1783,612
1403,733,1422,740,255,1412,736
1618,985,1627,1002,255,1622,994
1743,885,1752,902,255,1747,894
1800,883,1820,894,255,1810,889
1804,902,1814,914,255,1809,908
