58,104,170,198,1,118,149
170,92,224,140,1,204,134
188,132,245,179,1,221,166
131,194,184,247,1,160,223
3,79,56,126,1,37,103
21,272,112,339,1,69,312
249,324,309,369,1,279,346
429,315,488,399,1,459,367
332,508,434,601,1,391,563
345,0,383,80,1,369,42
795,439,844,476,1,819,458
928,564,1041,695,1,984,629
924,477,959,509,1,941,493
1263,93,1390,202,1,1327,147
1413,162,1560,278,1,1531,223
1643,168,1728,196,1,1687,183
1769,104,1843,157,1,1782,151
1822,0,1903,60,1,1861,58
1592,401,1654,469,1,1619,439
1525,621,1593,664,1,1535,654
1711,526,1781,582,1,1743,555
1756,748,1810,794,1,1783,771
1558,892,1688,979,1,1604,933
1311,972,1364,1040,1,1338,1006
1287,782,1337,826,1,1294,819
1256,702,1303,754,1,1274,724
978,793,1024,828,1,991,816
758,834,918,926,1,838,879
909,931,969,992,1,935,965
848,658,887,697,1,867,677
576,619,618,648,1,597,633
434,731,540,841,1,485,754
372,835,421,875,1,399,860
372,942,417,987,1,395,971
197,953,309,1068,1,248,1020
541,858,605,931,1,564,896
533,1019,572,1058,1,552,1038
0,896,212,1087,0,144,947
817,202,1261,505,0,974,389
153,688,457,844,0,341,792
1109,739,1252,868,1,1162,814
1104,0,1307,487,0,1171,260
1515,94,1582,205,1,1560,152
182,0,286,32,1,234,16
109,829,217,929,1,163,879
126,707,213,785,1,170,746
126,789,191,824,1,158,806
173,881,289,964,1,231,922
277,943,346,1016,1,312,979
348,1059,464,1088,1,406,1073
1835,1056,1883,1088,1,1859,1072
1629,0,1704,58,1,1666,29
453,0,496,12,255,475,6
351,127,377,149,255,364,138
78,612,137,654,255,108,633
243,562,322,595,255,283,578
501,449,514,471,255,507,460
518,468,531,489,255,524,479
281,796,330,816,255,305,806
313,995,374,1045,255,343,1020
1269,997,1299,1017,255,1284,1007
1256,931,1273,944,255,1265,937
1457,900,1484,921,255,1470,910
733,677,773,690,255,753,684
682,451,706,471,255,694,461
849,627,868,660,255,858,643
924,545,968,581,255,946,563
1041,563,1056,590,255,1048,576
1139,728,1176,745,255,1157,737
1306,628,1325,647,255,1315,637
1275,687,1306,706,255,1291,696
1139,291,1169,318,255,1154,304
1235,243,1266,265,255,1250,254
1448,382,1481,408,255,1464,395
1500,359,1538,402,255,1519,381
1489,124,1520,152,255,1504,137
1479,101,1496,109,255,1488,105
1630,146,1667,180,255,1648,162
