828,290,883,381,1,843,351
899,412,1069,548,1,979,505
875,377,930,476,1,902,427
1047,749,1266,975,1,1156,862
1195,847,1459,1035,1,1313,967
413,0,513,45,1,442,2
534,36,557,49,1,546,42
494,0,758,279,1,617,132
688,246,818,400,1,756,352
1160,407,1178,437,1,1169,422
1062,602,1162,717,1,1091,659
503,60,533,81,255,518,70
1203,156,1222,173,255,1212,164
1786,456,1800,468,255,1793,462
1734,691,1759,715,255,1747,703
719,667,748,708,255,735,693
737,755,752,769,255,744,762
732,951,750,963,255,741,957
