112,574,173,617,1,143,595
333,691,379,715,1,356,703
494,471,546,494,1,520,483
580,419,612,446,1,595,433
685,332,711,351,1,698,341
830,394,895,421,1,863,408
809,185,856,209,1,832,197
661,3,689,19,1,675,11
1002,130,1065,184,1,1033,157
1654,218,1725,274,1,1690,246
1492,536,1857,851,0,1520,788
951,359,1128,579,0,997,524
334,976,376,1010,1,356,1008
859,604,867,650,1,863,627
718,246,758,258,1,738,251
678,754,700,775,255,689,764
859,718,868,738,255,863,728
379,359,398,375,255,389,366
259,242,271,259,255,265,251
1414,562,1422,583,255,1418,572
1532,536,1541,553,255,1536,544
1619,544,1635,572,255,1627,558
