1421,434,1442,461,1,1431,447
1510,305,1527,351,1,1514,329
1555,394,1581,428,1,1563,409
325,342,338,453,1,331,413
601,121,647,163,1,606,146
72,73,111,85,1,92,79
13,589,34,623,1,24,606
142,507,154,531,1,148,519
339,356,365,377,1,352,366
275,502,322,520,1,298,511
112,682,132,701,1,122,691
221,691,278,741,1,249,716
254,1048,271,1083,1,263,1065
509,405,550,456,1,529,431
744,510,762,536,1,753,523
667,993,691,1005,1,679,999
1069,963,1090,1002,1,1079,983
984,735,1003,750,1,993,743
1062,216,1075,242,1,1069,229
1261,88,1289,101,1,1275,94
1828,66,1857,87,1,1842,76
1443,220,1474,247,1,1459,234
1216,535,1239,562,1,1228,548
1452,389,1496,399,1,1474,394
1746,418,1767,456,1,1756,437
1900,615,1920,643,1,1910,628
1570,702,1581,729,1,1575,716
1556,731,1590,741,1,1573,736
1693,949,1708,973,1,1700,961
1294,959,1315,982,1,1305,970
1340,929,1362,959,1,1351,944
1290,816,1326,856,1,1308,836
1224,865,1242,905,1,1233,885
895,498,1013,587,0,954,543
1761,855,1855,931,0,1806,895
840,712,939,771,0,885,752
1096,593,1241,708,1,1161,676
782,896,833,957,0,806,933
1129,0,1231,80,0,1160,30
165,554,190,584,1,178,569
589,188,677,302,1,637,259
1890,711,1920,760,0,1919,743
918,193,927,220,255,922,206
1401,225,1418,237,255,1409,231
1389,544,1410,553,255,1400,548
1582,423,1600,431,255,1591,427
1583,474,1595,494,255,1589,484
66,344,80,355,255,72,349
564,314,586,334,255,575,324
587,323,600,334,255,593,328
551,216,568,231,255,559,224
943,748,959,766,255,951,757
951,816,989,842,255,975,818
439,986,470,1013,255,455,999
1732,314,1745,347,255,1738,330
