1296,999,1344,1063,1,1318,1035
1528,985,1570,1015,1,1532,999
1301,955,1355,1012,1,1327,987
101,559,333,858,1,216,700
968,413,1139,598,1,1046,544
509,409,706,588,1,607,502
645,256,987,560,1,811,432
0,376,209,633,1,63,527
39,639,170,841,1,118,738
0,590,83,711,1,42,650
10,704,78,780,1,44,742
0,747,34,890,1,17,819
164,0,249,9,1,206,5
269,0,370,117,1,319,58
906,0,960,47,1,931,7
1903,1061,1918,1088,1,1910,1074
1337,1034,1365,1060,1,1351,1047
1348,1044,1392,1088,1,1370,1066
1396,1060,1422,1088,1,1409,1074
1426,1005,1476,1066,1,1450,1036
1472,959,1507,1036,1,1489,997
1503,644,1623,722,255,1563,683
