568,1070,599,1081,1,583,1076
171,1058,190,1080,1,180,1069
312,1043,360,1063,1,336,1053
28,1021,53,1047,1,40,1034
404,1015,424,1037,1,414,1026
745,997,775,1020,1,760,1009
590,989,610,1007,1,600,998
624,978,662,994,1,643,986
1443,955,1459,981,1,1451,968
504,942,514,977,1,509,959
852,927,864,952,1,858,939
415,872,433,889,1,424,880
680,867,701,889,1,691,878
731,863,830,921,1,781,892
1487,851,1497,886,1,1492,868
1658,848,1686,909,1,1672,879
1773,824,1854,947,1,1814,886
1549,804,1605,913,1,1577,858
915,778,1107,918,1,1011,848
332,715,347,737,1,340,726
1414,709,1440,728,1,1426,718
108,700,120,723,1,114,711
1454,638,1470,657,1,1462,647
1542,636,1593,680,1,1567,658
1782,631,1805,643,1,1794,637
71,622,112,659,1,91,640
1178,614,1191,639,1,1185,627
1308,607,1333,617,1,1320,612
1197,604,1206,645,1,1202,625
1628,598,1654,621,1,1641,610
1108,586,1131,602,1,1119,594
1727,584,1754,601,1,1740,592
1190,581,1210,599,1,1200,590
487,570,505,586,1,496,578
1078,558,1088,585,1,1083,571
96,538,125,555,1,110,546
21,523,32,548,1,27,536
1853,503,1901,537,0,1877,520
250,495,267,517,1,259,506
1642,484,1666,503,1,1653,493
1587,481,1635,514,0,1611,497
1256,460,1298,518,0,1277,488
846,458,879,509,0,863,483
592,454,638,504,0,615,479
182,451,209,477,0,195,464
125,432,141,456,1,133,444
325,392,392,451,1,359,422
1231,282,1275,323,1,1253,302
1072,275,1102,290,1,1087,282
980,198,994,229,1,987,213
1224,196,1235,232,1,1229,214
1817,167,1855,186,1,1836,177
1413,142,1426,170,1,1420,156
1886,131,1909,155,1,1897,143
862,85,882,108,1,872,96
1769,76,1800,94,1,1784,85
169,48,184,80,1,177,64
178,23,210,32,1,193,27
552,13,575,32,1,563,23
1883,8,1918,36,1,1900,22
643,1032,668,1038,255,656,1035
1284,984,1304,993,255,1294,988
879,973,902,981,255,891,977
1890,969,1916,974,255,1903,972
1475,951,1487,957,255,1481,954
1402,929,1424,933,255,1413,931
528,917,541,935,255,534,926
1397,906,1407,911,255,1402,909
1180,873,1190,882,255,1185,878
211,857,228,871,255,219,863
98,787,107,810,255,102,799
1522,675,1550,681,255,1536,678
784,670,796,685,255,790,677
816,654,840,662,255,828,658
961,651,981,655,255,971,653
1326,643,1347,650,255,1336,647
1759,623,1789,631,255,1774,627
646,620,676,628,255,661,624
356,571,372,578,255,364,575
291,560,306,564,255,298,561
403,528,419,542,255,411,534
686,506,710,512,255,698,509
436,506,443,511,255,439,508
1887,495,1902,507,255,1895,501
1896,448,1912,461,255,1904,454
575,446,590,451,255,583,449
903,438,912,455,255,907,446
193,409,201,425,255,197,417
1049,298,1072,308,255,1061,303
1536,269,1552,283,255,1544,276
1648,207,1653,241,255,1651,224
1068,176,1079,185,255,1073,180
1618,168,1628,180,255,1623,174
1819,166,1834,171,255,1826,168
758,161,766,180,255,762,170
1154,156,1177,162,255,1165,158
485,135,504,140,255,494,137
702,124,708,134,255,705,129
1304,104,1317,112,255,1310,108
1448,89,1460,97,255,1454,93
768,78,774,88,255,771,83
672,78,690,87,255,681,83
1464,76,1476,81,255,1470,78
437,76,450,92,255,443,84
1847,52,1867,59,255,1857,55
1339,52,1353,68,255,1345,60
1211,50,1220,60,255,1216,55
1867,42,1874,59,255,1870,50
53,23,72,28,255,62,26
